            angle	  Ex=0.000(1d5/2)	  Ex=1.808(1s1/2)	  Ex=1.808(0d5/2)	  Ex=2.937(1s1/2)	  Ex=2.937(0d5/2)	  Ex=3.938(1s1/2)	  Ex=3.938(0d3/2)	  Ex=3.938(0d5/2)	  Ex=4.319(0d3/2)	  Ex=4.319(0d5/2)	  Ex=4.835(1s1/2)	  Ex=4.835(0d5/2)	  Ex=5.291(1s1/2)	  Ex=5.291(0d5/2)	
             35.70          0.033299          1.231300          0.240290          1.607900          0.304840          2.816300          0.507990          0.529910          0.709840          0.740630          2.422900          0.461190          2.647600          0.510520
             35.80          0.032812          1.221300          0.236790          1.596200          0.300430          2.797900          0.500840          0.522330          0.699900          0.730080          2.408600          0.454670          2.632800          0.503380
             35.90          0.032329          1.211100          0.233320          1.584300          0.296060          2.779100          0.493740          0.514800          0.690040          0.719620          2.394000          0.448210          2.617600          0.496290
             36.00          0.031849          1.200800          0.229870          1.572200          0.291720          2.760000          0.486700          0.507340          0.680260          0.709250          2.379100          0.441810          2.602100          0.489260
             36.10          0.031373          1.190300          0.226450          1.559900          0.287410          2.740500          0.479720          0.499940          0.670560          0.698960          2.363800          0.435460          2.586300          0.482300
             36.20          0.030901          1.179600          0.223060          1.547400          0.283150          2.720700          0.472790          0.492610          0.660940          0.688770          2.348300          0.429170          2.570200          0.475400
             36.30          0.030432          1.168900          0.219700          1.534600          0.278910          2.700500          0.465920          0.485340          0.651410          0.678670          2.332500          0.422940          2.553800          0.468560
             36.40          0.029968          1.157900          0.216360          1.521700          0.274720          2.680000          0.459110          0.478130          0.641950          0.668660          2.316400          0.416760          2.537100          0.461790
             36.50          0.029508          1.146800          0.213060          1.508600          0.270570          2.659100          0.452360          0.471000          0.632590          0.658740          2.300100          0.410640          2.520100          0.455090
             36.60          0.029052          1.135600          0.209780          1.495400          0.266450          2.638000          0.445680          0.463930          0.623310          0.648920          2.283500          0.404590          2.502800          0.448450
             36.70          0.028600          1.124300          0.206540          1.481900          0.262370          2.616500          0.439050          0.456930          0.614120          0.639200          2.266600          0.398590          2.485300          0.441890
             36.80          0.028153          1.112800          0.203330          1.468300          0.258330          2.594800          0.432490          0.450000          0.605020          0.629570          2.249500          0.392660          2.467500          0.435380
             36.90          0.027710          1.101200          0.200150          1.454600          0.254340          2.572800          0.426000          0.443140          0.596010          0.620050          2.232100          0.386790          2.449400          0.428950
             37.00          0.027272          1.089500          0.197000          1.440700          0.250380          2.550500          0.419570          0.436350          0.587090          0.610620          2.214600          0.380980          2.431100          0.422590
             37.10          0.026839          1.077700          0.193890          1.426600          0.246470          2.527900          0.413200          0.429640          0.578260          0.601300          2.196700          0.375230          2.412500          0.416300
             37.20          0.026410          1.065800          0.190810          1.412400          0.242600          2.505100          0.406900          0.423000          0.569530          0.592080          2.178700          0.369550          2.393700          0.410080
             37.30          0.025985          1.053800          0.187760          1.398100          0.238770          2.482100          0.400680          0.416430          0.560890          0.582960          2.160500          0.363940          2.374700          0.403930
             37.40          0.025566          1.041800          0.184750          1.383600          0.234980          2.458800          0.394510          0.409940          0.552350          0.573950          2.142100          0.358380          2.355400          0.397850
             37.50          0.025151          1.029600          0.181770          1.369000          0.231240          2.435300          0.388420          0.403520          0.543900          0.565040          2.123400          0.352900          2.336000          0.391850
             37.60          0.024742          1.017300          0.178830          1.354300          0.227540          2.411600          0.382400          0.397190          0.535550          0.556240          2.104600          0.347480          2.316300          0.385910
             37.70          0.024337          1.005000          0.175920          1.339500          0.223890          2.387700          0.376450          0.390920          0.527300          0.547550          2.085600          0.342120          2.296500          0.380050
             37.80          0.023937          0.992600          0.173050          1.324600          0.220280          2.363600          0.370570          0.384740          0.519150          0.538970          2.066500          0.336840          2.276400          0.374270
             37.90          0.023543          0.980140          0.170210          1.309600          0.216720          2.339400          0.364760          0.378630          0.511100          0.530490          2.047200          0.331620          2.256200          0.368560
             38.00          0.023153          0.967620          0.167410          1.294500          0.213200          2.314900          0.359030          0.372610          0.503160          0.522130          2.027700          0.326470          2.235800          0.362920
             38.10          0.022769          0.955050          0.164650          1.279300          0.209730          2.290300          0.353360          0.366660          0.495310          0.513870          2.008100          0.321390          2.215300          0.357360
             38.20          0.022390          0.942420          0.161930          1.264100          0.206310          2.265500          0.347770          0.360790          0.487560          0.505730          1.988300          0.316370          2.194600          0.351880
             38.30          0.022016          0.929750          0.159240          1.248700          0.202930          2.240600          0.342260          0.355000          0.479920          0.497700          1.968400          0.311430          2.173700          0.346470
             38.40          0.021647          0.917050          0.156590          1.233300          0.199600          2.215600          0.336810          0.349290          0.472380          0.489780          1.948400          0.306550          2.152700          0.341130
             38.50          0.021284          0.904310          0.153980          1.217900          0.196320          2.190400          0.331450          0.343670          0.464940          0.481970          1.928300          0.301750          2.131600          0.335880
             38.60          0.020926          0.891540          0.151400          1.202400          0.193080          2.165100          0.326160          0.338120          0.457610          0.474280          1.908000          0.297010          2.110400          0.330700
             38.70          0.020574          0.878740          0.148870          1.186800          0.189890          2.139700          0.320940          0.332660          0.450380          0.466700          1.887700          0.292340          2.089000          0.325590
             38.80          0.020227          0.865930          0.146370          1.171200          0.186750          2.114300          0.315800          0.327280          0.443260          0.459230          1.867300          0.287750          2.067500          0.320570
             38.90          0.019886          0.853100          0.143910          1.155600          0.183660          2.088700          0.310730          0.321980          0.436250          0.451880          1.846700          0.283220          2.045900          0.315620
             39.00          0.019550          0.840260          0.141490          1.139900          0.180620          2.063100          0.305750          0.316770          0.429340          0.444640          1.826100          0.278770          2.024300          0.310740
             39.10          0.019219          0.827410          0.139110          1.124200          0.177630          2.037300          0.300830          0.311640          0.422530          0.437520          1.805500          0.274380          2.002500          0.305950
             39.20          0.018894          0.814560          0.136770          1.108500          0.174680          2.011600          0.296000          0.306590          0.415840          0.430510          1.784700          0.270070          1.980700          0.301230
             39.30          0.018575          0.801720          0.134460          1.092700          0.171780          1.985700          0.291240          0.301620          0.409250          0.423620          1.763900          0.265830          1.958800          0.296590
             39.40          0.018261          0.788890          0.132200          1.077000          0.168940          1.959900          0.286560          0.296740          0.402760          0.416850          1.743000          0.261660          1.936800          0.292030
             39.50          0.017953          0.776070          0.129980          1.061300          0.166140          1.934000          0.281960          0.291940          0.396390          0.410190          1.722100          0.257560          1.914800          0.287540
             39.60          0.017650          0.763260          0.127790          1.045500          0.163390          1.908000          0.277430          0.287230          0.390120          0.403650          1.701200          0.253530          1.892700          0.283130
             39.70          0.017353          0.750480          0.125650          1.029800          0.160690          1.882100          0.272980          0.282600          0.383960          0.397220          1.680200          0.249570          1.870600          0.278800
             39.80          0.017062          0.737720          0.123540          1.014000          0.158040          1.856100          0.268610          0.278050          0.377900          0.390910          1.659200          0.245680          1.848400          0.274550
             39.90          0.016776          0.724990          0.121480          0.998340          0.155440          1.830200          0.264320          0.273590          0.371960          0.384710          1.638200          0.241870          1.826200          0.270380
             40.00          0.016496          0.712290          0.119450          0.982650          0.152890          1.804200          0.260110          0.269210          0.366120          0.378630          1.617200          0.238120          1.804000          0.266280
             40.10          0.016221          0.699640          0.117460          0.966990          0.150380          1.778300          0.255970          0.264910          0.360390          0.372670          1.596100          0.234450          1.781800          0.262260
             40.20          0.015953          0.687020          0.115520          0.951360          0.147930          1.752400          0.251910          0.260700          0.354760          0.366820          1.575100          0.230850          1.759600          0.258320
             40.30          0.015689          0.674450          0.113610          0.935770          0.145530          1.726500          0.247930          0.256570          0.349250          0.361090          1.554100          0.227320          1.737300          0.254450
             40.40          0.015432          0.661930          0.111740          0.920220          0.143170          1.700700          0.244020          0.252530          0.343840          0.355470          1.533000          0.223850          1.715100          0.250660
             40.50          0.015179          0.649470          0.109920          0.904710          0.140870          1.674900          0.240200          0.248560          0.338530          0.349970          1.512000          0.220460          1.692900          0.246950
             40.60          0.014933          0.637060          0.108130          0.889250          0.138610          1.649200          0.236450          0.244690          0.333340          0.344580          1.491100          0.217140          1.670600          0.243310
             40.70          0.014692          0.624710          0.106380          0.873850          0.136400          1.623500          0.232770          0.240890          0.328250          0.339310          1.470100          0.213890          1.648400          0.239750
             40.80          0.014457          0.612430          0.104670          0.858510          0.134240          1.597900          0.229180          0.237180          0.323270          0.334150          1.449200          0.210710          1.626300          0.236270
             40.90          0.014227          0.600210          0.103000          0.843230          0.132130          1.572400          0.225660          0.233550          0.318390          0.329100          1.428300          0.207600          1.604100          0.232860
             41.00          0.014003          0.588070          0.101370          0.828020          0.130070          1.546900          0.222220          0.230000          0.313620          0.324170          1.407500          0.204560          1.582100          0.229530
             41.10          0.013784          0.576000          0.099778          0.812890          0.128060          1.521600          0.218850          0.226530          0.308950          0.319350          1.386700          0.201590          1.560000          0.226270
             41.20          0.013571          0.564010          0.098224          0.797820          0.126090          1.496300          0.215560          0.223150          0.304390          0.314650          1.366000          0.198680          1.538000          0.223090
             41.30          0.013363          0.552100          0.096710          0.782840          0.124180          1.471200          0.212350          0.219840          0.299930          0.310060          1.345400          0.195850          1.516100          0.219980
             41.40          0.013161          0.540280          0.095234          0.767950          0.122310          1.446100          0.209210          0.216620          0.295580          0.305570          1.324800          0.193080          1.494200          0.216940
             41.50          0.012964          0.528540          0.093797          0.753140          0.120490          1.421200          0.206150          0.213480          0.291330          0.301200          1.304300          0.190380          1.472400          0.213980
             41.60          0.012772          0.516890          0.092397          0.738420          0.118710          1.396400          0.203160          0.210420          0.287190          0.296940          1.283900          0.187750          1.450600          0.211090
             41.70          0.012586          0.505340          0.091036          0.723800          0.116980          1.371800          0.200240          0.207430          0.283150          0.292790          1.263600          0.185180          1.429000          0.208280
             41.80          0.012406          0.493890          0.089712          0.709280          0.115300          1.347200          0.197400          0.204530          0.279200          0.288750          1.243300          0.182680          1.407400          0.205530
             41.90          0.012230          0.482530          0.088426          0.694860          0.113670          1.322800          0.194640          0.201710          0.275370          0.284820          1.223200          0.180250          1.385900          0.202860
             42.00          0.012060          0.471280          0.087177          0.680550          0.112080          1.298600          0.191940          0.198960          0.271630          0.280990          1.203100          0.177880          1.364500          0.200260
             42.10          0.011895          0.460130          0.085965          0.666340          0.110540          1.274500          0.189320          0.196290          0.267990          0.277270          1.183200          0.175580          1.343200          0.197730
             42.20          0.011735          0.449090          0.084789          0.652250          0.109040          1.250600          0.186780          0.193700          0.264450          0.273660          1.163300          0.173350          1.322100          0.195270
             42.30          0.011580          0.438150          0.083651          0.638280          0.107590          1.226800          0.184300          0.191180          0.261010          0.270150          1.143600          0.171180          1.301000          0.192890
             42.40          0.011431          0.427330          0.082548          0.624420          0.106190          1.203200          0.181890          0.188740          0.257670          0.266750          1.124000          0.169070          1.280000          0.190570
             42.50          0.011286          0.416630          0.081482          0.610690          0.104830          1.179800          0.179560          0.186380          0.254430          0.263460          1.104500          0.167020          1.259200          0.188320
             42.60          0.011147          0.406040          0.080451          0.597080          0.103510          1.156500          0.177300          0.184090          0.251280          0.260260          1.085100          0.165040          1.238400          0.186130
             42.70          0.011012          0.395570          0.079455          0.583600          0.102240          1.133500          0.175100          0.181870          0.248230          0.257170          1.065900          0.163120          1.217800          0.184020
             42.80          0.010883          0.385220          0.078494          0.570250          0.101010          1.110600          0.172980          0.179730          0.245270          0.254180          1.046800          0.161270          1.197400          0.181970
             42.90          0.010758          0.375000          0.077569          0.557040          0.099819          1.087900          0.170920          0.177660          0.242410          0.251290          1.027800          0.159470          1.177000          0.179990
             43.00          0.010638          0.364900          0.076677          0.543960          0.098675          1.065400          0.168930          0.175670          0.239640          0.248500          1.009000          0.157740          1.156800          0.178070
             43.10          0.010523          0.354930          0.075819          0.531020          0.097573          1.043200          0.167010          0.173740          0.236970          0.245810          0.990310          0.156060          1.136700          0.176220
             43.20          0.010413          0.345080          0.074996          0.518220          0.096513          1.021100          0.165150          0.171890          0.234390          0.243210          0.971780          0.154450          1.116800          0.174440
             43.30          0.010307          0.335370          0.074205          0.505560          0.095495          0.999230          0.163360          0.170100          0.231900          0.240720          0.953400          0.152890          1.097100          0.172720
             43.40          0.010206          0.325790          0.073447          0.493050          0.094518          0.977590          0.161640          0.168390          0.229490          0.238320          0.935180          0.151390          1.077500          0.171060
             43.50          0.010109          0.316350          0.072722          0.480690          0.093581          0.956160          0.159980          0.166740          0.227180          0.236010          0.917110          0.149950          1.058000          0.169460
             43.60          0.010017          0.307030          0.072030          0.468480          0.092684          0.934950          0.158390          0.165160          0.224960          0.233790          0.899200          0.148570          1.038700          0.167930
             43.70          0.009930          0.297860          0.071369          0.456420          0.091827          0.913970          0.156850          0.163650          0.222820          0.231670          0.881460          0.147240          1.019600          0.166460
             43.80          0.009847          0.288830          0.070739          0.444510          0.091009          0.893220          0.155390          0.162210          0.220770          0.229640          0.863890          0.145970          1.000600          0.165040
             43.90          0.009768          0.279930          0.070140          0.432760          0.090230          0.872710          0.153980          0.160830          0.218800          0.227710          0.846480          0.144760          0.981800          0.163690
             44.00          0.009693          0.271180          0.069573          0.421170          0.089488          0.852420          0.152630          0.159510          0.216920          0.225860          0.829250          0.143600          0.963180          0.162400
             44.10          0.009623          0.262560          0.069035          0.409730          0.088785          0.832380          0.151350          0.158260          0.215120          0.224090          0.812190          0.142490          0.944730          0.161160
             44.20          0.009557          0.254090          0.068527          0.398460          0.088119          0.812580          0.150120          0.157070          0.213410          0.222420          0.795320          0.141430          0.926460          0.159990
             44.30          0.009495          0.245770          0.068048          0.387350          0.087489          0.793020          0.148950          0.155950          0.211770          0.220830          0.778620          0.140430          0.908360          0.158860
             44.40          0.009437          0.237590          0.067599          0.376400          0.086895          0.773710          0.147850          0.154880          0.210220          0.219330          0.762100          0.139480          0.890460          0.157800
             44.50          0.009383          0.229560          0.067177          0.365620          0.086337          0.754650          0.146790          0.153880          0.208740          0.217910          0.745770          0.138580          0.872730          0.156790
             44.60          0.009332          0.221670          0.066784          0.355000          0.085815          0.735840          0.145800          0.152930          0.207350          0.216570          0.729630          0.137730          0.855200          0.155840
             44.70          0.009286          0.213930          0.066419          0.344550          0.085326          0.717290          0.144860          0.152050          0.206030          0.215310          0.713680          0.136930          0.837850          0.154930
             44.80          0.009243          0.206340          0.066081          0.334270          0.084872          0.698990          0.143980          0.151220          0.204780          0.214130          0.697910          0.136180          0.820700          0.154090
             44.90          0.009204          0.198900          0.065769          0.324160          0.084451          0.680950          0.143150          0.150450          0.203610          0.213030          0.682340          0.135480          0.803740          0.153290
             45.00          0.009169          0.191610          0.065484          0.314220          0.084063          0.663170          0.142370          0.149730          0.202510          0.212010          0.666970          0.134830          0.786980          0.152540
             45.10          0.009137          0.184470          0.065224          0.304450          0.083708          0.645660          0.141640          0.149070          0.201490          0.211070          0.651790          0.134220          0.770420          0.151850
             45.20          0.009109          0.177470          0.064990          0.294850          0.083384          0.628410          0.140970          0.148470          0.200540          0.210190          0.636810          0.133650          0.754060          0.151200
             45.30          0.009084          0.170630          0.064781          0.285430          0.083092          0.611420          0.140350          0.147920          0.199650          0.209400          0.622030          0.133140          0.737900          0.150610
             45.40          0.009063          0.163940          0.064596          0.276180          0.082830          0.594700          0.139780          0.147410          0.198840          0.208670          0.607460          0.132660          0.721940          0.150060
             45.50          0.009045          0.157410          0.064435          0.267110          0.082598          0.578250          0.139250          0.146970          0.198090          0.208020          0.593080          0.132230          0.706190          0.149560
             45.60          0.009030          0.151020          0.064298          0.258200          0.082396          0.562070          0.138780          0.146570          0.197410          0.207430          0.578910          0.131840          0.690650          0.149110
             45.70          0.009018          0.144790          0.064183          0.249480          0.082223          0.546160          0.138350          0.146220          0.196800          0.206920          0.564940          0.131500          0.675320          0.148700
             45.80          0.009009          0.138700          0.064091          0.240930          0.082078          0.530530          0.137970          0.145920          0.196250          0.206470          0.551180          0.131190          0.660190          0.148330
             45.90          0.009003          0.132770          0.064021          0.232560          0.081961          0.515160          0.137640          0.145660          0.195760          0.206090          0.537630          0.130930          0.645270          0.148010
             46.00          0.009001          0.126990          0.063973          0.224360          0.081871          0.500070          0.137340          0.145460          0.195330          0.205770          0.524290          0.130700          0.630570          0.147730
             46.10          0.009001          0.121360          0.063945          0.216340          0.081808          0.485250          0.137100          0.145300          0.194970          0.205510          0.511150          0.130520          0.616080          0.147500
             46.20          0.009003          0.115890          0.063938          0.208490          0.081771          0.470710          0.136890          0.145180          0.194660          0.205320          0.498220          0.130370          0.601800          0.147310
             46.30          0.009009          0.110560          0.063952          0.200820          0.081759          0.456450          0.136730          0.145110          0.194410          0.205190          0.485510          0.130260          0.587740          0.147150
             46.40          0.009017          0.105380          0.063985          0.193330          0.081772          0.442460          0.136610          0.145080          0.194220          0.205110          0.473000          0.130180          0.573890          0.147040
             46.50          0.009028          0.100360          0.064036          0.186010          0.081810          0.428740          0.136530          0.145090          0.194090          0.205100          0.460710          0.130140          0.560260          0.146960
             46.60          0.009041          0.095485          0.064107          0.178870          0.081871          0.415310          0.136490          0.145140          0.194000          0.205140          0.448630          0.130140          0.546850          0.146920
             46.70          0.009057          0.090760          0.064196          0.171910          0.081955          0.402140          0.136480          0.145230          0.193980          0.205230          0.436760          0.130170          0.533650          0.146920
             46.80          0.009075          0.086184          0.064302          0.165120          0.082062          0.389260          0.136520          0.145360          0.194000          0.205380          0.425100          0.130230          0.520670          0.146960
             46.90          0.009095          0.081756          0.064425          0.158510          0.082191          0.376650          0.136590          0.145530          0.194070          0.205590          0.413660          0.130320          0.507910          0.147030
             47.00          0.009118          0.077477          0.064565          0.152070          0.082340          0.364320          0.136700          0.145740          0.194200          0.205840          0.402420          0.130450          0.495370          0.147140
             47.10          0.009142          0.073345          0.064722          0.145800          0.082511          0.352260          0.136840          0.145980          0.194370          0.206140          0.391410          0.130610          0.483050          0.147270
             47.20          0.009169          0.069359          0.064894          0.139710          0.082702          0.340480          0.137010          0.146260          0.194590          0.206490          0.380600          0.130790          0.470940          0.147450
             47.30          0.009198          0.065519          0.065081          0.133800          0.082912          0.328970          0.137220          0.146570          0.194850          0.206890          0.370010          0.131010          0.459050          0.147650
             47.40          0.009229          0.061825          0.065282          0.128050          0.083141          0.317740          0.137460          0.146910          0.195160          0.207340          0.359630          0.131250          0.447390          0.147880
             47.50          0.009261          0.058274          0.065498          0.122480          0.083389          0.306780          0.137730          0.147280          0.195520          0.207830          0.349460          0.131520          0.435940          0.148150
             47.60          0.009295          0.054867          0.065728          0.117080          0.083654          0.296090          0.138040          0.147690          0.195910          0.208360          0.339500          0.131820          0.424710          0.148440
             47.70          0.009331          0.051602          0.065971          0.111850          0.083936          0.285680          0.138370          0.148130          0.196350          0.208930          0.329760          0.132150          0.413690          0.148760
             47.80          0.009369          0.048479          0.066226          0.106790          0.084235          0.275540          0.138730          0.148590          0.196820          0.209550          0.320230          0.132500          0.402900          0.149110
             47.90          0.009408          0.045496          0.066494          0.101900          0.084550          0.265660          0.139110          0.149080          0.197330          0.210200          0.310910          0.132870          0.392320          0.149490
             48.00          0.009449          0.042653          0.066774          0.097171          0.084881          0.256060          0.139530          0.149600          0.197880          0.210890          0.301800          0.133270          0.381970          0.149890
             48.10          0.009491          0.039948          0.067065          0.092613          0.085226          0.246720          0.139970          0.150150          0.198470          0.211620          0.292900          0.133690          0.371820          0.150320
             48.20          0.009535          0.037380          0.067367          0.088221          0.085586          0.237650          0.140430          0.150720          0.199090          0.212390          0.284210          0.134130          0.361900          0.150770
             48.30          0.009580          0.034948          0.067679          0.083994          0.085959          0.228850          0.140920          0.151320          0.199750          0.213190          0.275720          0.134590          0.352190          0.151240
             48.40          0.009626          0.032651          0.068001          0.079930          0.086345          0.220300          0.141430          0.151940          0.200430          0.214020          0.267450          0.135070          0.342700          0.151740
             48.50          0.009673          0.030487          0.068333          0.076029          0.086744          0.212030          0.141970          0.152580          0.201150          0.214880          0.259380          0.135580          0.333420          0.152260
             48.60          0.009721          0.028456          0.068673          0.072288          0.087155          0.204010          0.142520          0.153240          0.201900          0.215770          0.251510          0.136100          0.324350          0.152800
             48.70          0.009771          0.026556          0.069022          0.068708          0.087578          0.196250          0.143100          0.153930          0.202680          0.216690          0.243860          0.136640          0.315500          0.153360
             48.80          0.009821          0.024786          0.069380          0.065286          0.088011          0.188750          0.143700          0.154630          0.203480          0.217640          0.236400          0.137200          0.306850          0.153940
             48.90          0.009872          0.023144          0.069744          0.062021          0.088454          0.181510          0.144310          0.155350          0.204310          0.218620          0.229150          0.137770          0.298420          0.154530
             49.00          0.009925          0.021629          0.070116          0.058912          0.088908          0.174510          0.144950          0.156090          0.205170          0.219620          0.222100          0.138360          0.290200          0.155150
             49.10          0.009978          0.020240          0.070495          0.055958          0.089370          0.167780          0.145600          0.156850          0.206050          0.220640          0.215250          0.138960          0.282190          0.155780
             49.20          0.010031          0.018974          0.070879          0.053157          0.089842          0.161290          0.146260          0.157620          0.206950          0.221690          0.208600          0.139580          0.274390          0.156430
             49.30          0.010085          0.017831          0.071270          0.050507          0.090321          0.155050          0.146940          0.158410          0.207880          0.222760          0.202150          0.140220          0.266790          0.157090
             49.40          0.010140          0.016810          0.071666          0.048007          0.090808          0.149060          0.147640          0.159210          0.208820          0.223840          0.195890          0.140860          0.259400          0.157770
             49.50          0.010195          0.015908          0.072067          0.045656          0.091302          0.143310          0.148350          0.160020          0.209790          0.224950          0.189840          0.141520          0.252220          0.158460
             49.60          0.010251          0.015124          0.072473          0.043451          0.091803          0.137800          0.149080          0.160850          0.210770          0.226080          0.183970          0.142190          0.245230          0.159160
             49.70          0.010307          0.014456          0.072882          0.041392          0.092310          0.132530          0.149810          0.161690          0.211780          0.227220          0.178300          0.142870          0.238450          0.159880
             49.80          0.010364          0.013904          0.073296          0.039476          0.092822          0.127510          0.150560          0.162540          0.212790          0.228380          0.172820          0.143560          0.231870          0.160610
             49.90          0.010421          0.013464          0.073712          0.037703          0.093339          0.122710          0.151320          0.163400          0.213830          0.229550          0.167520          0.144260          0.225490          0.161350
