            angle	  Ex=0.000(0d5/2)	  Ex=1.808(1s1/2)	  Ex=1.808(0d5/2)	  Ex=2.937(1s1/2)	  Ex=2.937(0d5/2)	  Ex=3.938(1s1/2)	  Ex=3.938(0d3/2)	  Ex=3.938(0d5/2)	  Ex=4.319(0d3/2)	  Ex=4.319(0d5/2)	  Ex=4.835(1s1/2)	  Ex=4.835(0d5/2)	  Ex=5.291(1s1/2)	  Ex=5.291(0d5/2)	
             5.00	         0.066301	        33.019000	         0.404860	        38.813000	         0.536600	        61.986000	         1.128200	         1.050500	         1.642500	         1.559700	        49.011000	         1.065000	        51.219000	         1.290200	
             5.10	         0.066058	        32.816000	         0.403710	        38.569000	         0.535720	        61.589000	         1.127700	         1.049900	         1.642500	         1.559500	        48.690000	         1.065300	        50.880000	         1.291000	
             5.20	         0.065818	        32.611000	         0.402580	        38.322000	         0.534860	        61.185000	         1.127300	         1.049400	         1.642500	         1.559300	        48.365000	         1.065700	        50.537000	         1.291800	
             5.30	         0.065580	        32.403000	         0.401480	        38.072000	         0.534040	        60.777000	         1.126900	         1.049000	         1.642600	         1.559200	        48.035000	         1.066100	        50.188000	         1.292700	
             5.40	         0.065347	        32.192000	         0.400400	        37.818000	         0.533250	        60.363000	         1.126700	         1.048600	         1.642800	         1.559300	        47.701000	         1.066600	        49.836000	         1.293700	
             5.50	         0.065116	        31.979000	         0.399360	        37.561000	         0.532500	        59.944000	         1.126400	         1.048300	         1.643100	         1.559400	        47.363000	         1.067200	        49.479000	         1.294800	
             5.60	         0.064890	        31.763000	         0.398340	        37.301000	         0.531800	        59.519000	         1.126300	         1.048100	         1.643500	         1.559600	        47.021000	         1.067800	        49.117000	         1.295900	
             5.70	         0.064669	        31.544000	         0.397360	        37.038000	         0.531130	        59.090000	         1.126200	         1.047900	         1.644000	         1.560000	        46.675000	         1.068400	        48.752000	         1.297100	
             5.80	         0.064452	        31.323000	         0.396410	        36.772000	         0.530510	        58.656000	         1.126200	         1.047800	         1.644600	         1.560400	        46.325000	         1.069200	        48.383000	         1.298300	
             5.90	         0.064240	        31.099000	         0.395490	        36.503000	         0.529930	        58.218000	         1.126200	         1.047800	         1.645300	         1.560900	        45.972000	         1.070000	        48.009000	         1.299700	
             6.00	         0.064034	        30.873000	         0.394620	        36.231000	         0.529410	        57.775000	         1.126400	         1.047900	         1.646200	         1.561600	        45.615000	         1.070900	        47.632000	         1.301100	
             6.10	         0.063834	        30.645000	         0.393790	        35.957000	         0.528940	        57.327000	         1.126600	         1.048100	         1.647100	         1.562400	        45.254000	         1.071800	        47.252000	         1.302600	
             6.20	         0.063641	        30.414000	         0.393010	        35.679000	         0.528520	        56.875000	         1.126900	         1.048300	         1.648200	         1.563300	        44.890000	         1.072900	        46.867000	         1.304100	
             6.30	         0.063454	        30.182000	         0.392270	        35.400000	         0.528150	        56.419000	         1.127300	         1.048700	         1.649400	         1.564400	        44.523000	         1.074000	        46.480000	         1.305800	
             6.40	         0.063274	        29.947000	         0.391580	        35.117000	         0.527850	        55.959000	         1.127800	         1.049200	         1.650700	         1.565500	        44.152000	         1.075200	        46.089000	         1.307500	
             6.50	         0.063102	        29.710000	         0.390930	        34.833000	         0.527610	        55.495000	         1.128400	         1.049700	         1.652200	         1.566900	        43.779000	         1.076400	        45.695000	         1.309400	
             6.60	         0.062938	        29.471000	         0.390350	        34.546000	         0.527440	        55.028000	         1.129100	         1.050400	         1.653700	         1.568300	        43.402000	         1.077800	        45.297000	         1.311300	
             6.70	         0.062782	        29.231000	         0.389820	        34.256000	         0.527320	        54.557000	         1.129900	         1.051200	         1.655500	         1.569900	        43.023000	         1.079200	        44.897000	         1.313300	
             6.80	         0.062634	        28.988000	         0.389340	        33.965000	         0.527280	        54.082000	         1.130800	         1.052000	         1.657400	         1.571700	        42.641000	         1.080800	        44.494000	         1.315400	
             6.90	         0.062496	        28.744000	         0.388930	        33.671000	         0.527310	        53.604000	         1.131900	         1.053000	         1.659400	         1.573600	        42.256000	         1.082400	        44.088000	         1.317600	
             7.00	         0.062367	        28.498000	         0.388570	        33.376000	         0.527410	        53.123000	         1.133000	         1.054200	         1.661600	         1.575700	        41.869000	         1.084100	        43.680000	         1.319900	
             7.10	         0.062248	        28.250000	         0.388280	        33.078000	         0.527590	        52.639000	         1.134200	         1.055400	         1.663900	         1.577900	        41.479000	         1.085900	        43.269000	         1.322300	
             7.20	         0.062139	        28.001000	         0.388060	        32.779000	         0.527840	        52.152000	         1.135600	         1.056700	         1.666400	         1.580300	        41.088000	         1.087800	        42.856000	         1.324800	
             7.30	         0.062040	        27.750000	         0.387910	        32.478000	         0.528170	        51.662000	         1.137100	         1.058200	         1.669100	         1.582900	        40.694000	         1.089900	        42.441000	         1.327400	
             7.40	         0.061953	        27.498000	         0.387820	        32.175000	         0.528580	        51.169000	         1.138700	         1.059800	         1.671900	         1.585600	        40.298000	         1.092000	        42.023000	         1.330100	
             7.50	         0.061876	        27.244000	         0.387810	        31.871000	         0.529080	        50.674000	         1.140400	         1.061600	         1.674900	         1.588500	        39.900000	         1.094200	        41.604000	         1.332900	
             7.60	         0.061811	        26.989000	         0.387870	        31.565000	         0.529670	        50.177000	         1.142300	         1.063400	         1.678100	         1.591600	        39.500000	         1.096500	        41.182000	         1.335800	
             7.70	         0.061758	        26.733000	         0.388010	        31.258000	         0.530340	        49.677000	         1.144300	         1.065500	         1.681400	         1.594900	        39.098000	         1.098900	        40.759000	         1.338900	
             7.80	         0.061717	        26.476000	         0.388220	        30.949000	         0.531100	        49.176000	         1.146400	         1.067600	         1.684900	         1.598400	        38.695000	         1.101400	        40.334000	         1.342000	
             7.90	         0.061689	        26.218000	         0.388520	        30.639000	         0.531950	        48.672000	         1.148600	         1.069900	         1.688600	         1.602000	        38.291000	         1.104100	        39.908000	         1.345200	
             8.00	         0.061673	        25.958000	         0.388900	        30.328000	         0.532900	        48.167000	         1.151000	         1.072400	         1.692500	         1.605900	        37.885000	         1.106800	        39.480000	         1.348600	
             8.10	         0.061671	        25.698000	         0.389360	        30.016000	         0.533940	        47.660000	         1.153600	         1.074900	         1.696600	         1.609900	        37.477000	         1.109700	        39.051000	         1.352100	
             8.20	         0.061682	        25.437000	         0.389900	        29.703000	         0.535080	        47.151000	         1.156300	         1.077700	         1.700900	         1.614100	        37.069000	         1.112700	        38.621000	         1.355700	
             8.30	         0.061708	        25.175000	         0.390540	        29.389000	         0.536320	        46.641000	         1.159100	         1.080600	         1.705300	         1.618600	        36.660000	         1.115700	        38.190000	         1.359400	
             8.40	         0.061747	        24.912000	         0.391260	        29.074000	         0.537660	        46.129000	         1.162100	         1.083600	         1.710000	         1.623200	        36.249000	         1.119000	        37.758000	         1.363200	
             8.50	         0.061801	        24.648000	         0.392080	        28.759000	         0.539110	        45.617000	         1.165200	         1.086800	         1.714900	         1.628100	        35.838000	         1.122300	        37.325000	         1.367100	
             8.60	         0.061869	        24.384000	         0.392980	        28.442000	         0.540650	        45.103000	         1.168500	         1.090200	         1.719900	         1.633100	        35.426000	         1.125700	        36.891000	         1.371200	
             8.70	         0.061953	        24.120000	         0.393980	        28.125000	         0.542310	        44.589000	         1.171900	         1.093700	         1.725200	         1.638400	        35.013000	         1.129300	        36.457000	         1.375300	
             8.80	         0.062052	        23.855000	         0.395080	        27.808000	         0.544070	        44.074000	         1.175500	         1.097400	         1.730700	         1.643900	        34.600000	         1.133000	        36.022000	         1.379600	
             8.90	         0.062167	        23.589000	         0.396270	        27.490000	         0.545940	        43.558000	         1.179200	         1.101300	         1.736300	         1.649600	        34.187000	         1.136800	        35.587000	         1.384100	
             9.00	         0.062297	        23.323000	         0.397570	        27.172000	         0.547920	        43.042000	         1.183100	         1.105300	         1.742200	         1.655500	        33.773000	         1.140700	        35.151000	         1.388600	
             9.10	         0.062444	        23.057000	         0.398960	        26.853000	         0.550010	        42.525000	         1.187200	         1.109500	         1.748300	         1.661700	        33.359000	         1.144800	        34.716000	         1.393300	
             9.20	         0.062607	        22.791000	         0.400450	        26.534000	         0.552220	        42.009000	         1.191400	         1.113800	         1.754600	         1.668100	        32.945000	         1.148900	        34.280000	         1.398100	
             9.30	         0.062787	        22.524000	         0.402050	        26.215000	         0.554540	        41.492000	         1.195800	         1.118400	         1.761100	         1.674600	        32.531000	         1.153200	        33.845000	         1.403000	
             9.40	         0.062984	        22.257000	         0.403750	        25.897000	         0.556980	        40.975000	         1.200300	         1.123100	         1.767900	         1.681500	        32.117000	         1.157700	        33.409000	         1.408000	
             9.50	         0.063197	        21.991000	         0.405560	        25.578000	         0.559530	        40.458000	         1.205000	         1.128000	         1.774800	         1.688500	        31.704000	         1.162200	        32.975000	         1.413200	
             9.60	         0.063428	        21.724000	         0.407470	        25.259000	         0.562200	        39.942000	         1.209900	         1.133000	         1.782000	         1.695800	        31.290000	         1.166900	        32.540000	         1.418500	
             9.70	         0.063677	        21.457000	         0.409490	        24.940000	         0.565000	        39.426000	         1.215000	         1.138300	         1.789400	         1.703300	        30.878000	         1.171700	        32.106000	         1.423900	
             9.80	         0.063944	        21.191000	         0.411620	        24.622000	         0.567910	        38.911000	         1.220200	         1.143700	         1.797000	         1.711000	        30.465000	         1.176700	        31.672000	         1.429400	
             9.90	         0.064228	        20.925000	         0.413860	        24.304000	         0.570940	        38.396000	         1.225600	         1.149300	         1.804900	         1.719000	        30.054000	         1.181700	        31.240000	         1.435100	
            10.00	         0.064531	        20.659000	         0.416210	        23.986000	         0.574090	        37.882000	         1.231200	         1.155000	         1.812900	         1.727200	        29.643000	         1.186900	        30.808000	         1.440900	
            10.10	         0.064852	        20.393000	         0.418670	        23.669000	         0.577370	        37.369000	         1.236900	         1.161000	         1.821200	         1.735600	        29.232000	         1.192300	        30.377000	         1.446800	
            10.20	         0.065191	        20.128000	         0.421240	        23.353000	         0.580770	        36.857000	         1.242800	         1.167100	         1.829700	         1.744300	        28.823000	         1.197700	        29.947000	         1.452900	
            10.30	         0.065549	        19.863000	         0.423930	        23.037000	         0.584290	        36.346000	         1.248900	         1.173400	         1.838500	         1.753200	        28.415000	         1.203300	        29.518000	         1.459000	
            10.40	         0.065926	        19.599000	         0.426730	        22.721000	         0.587940	        35.836000	         1.255200	         1.179900	         1.847400	         1.762400	        28.008000	         1.209000	        29.091000	         1.465300	
            10.50	         0.066322	        19.336000	         0.429650	        22.407000	         0.591720	        35.328000	         1.261600	         1.186600	         1.856600	         1.771700	        27.602000	         1.214900	        28.664000	         1.471800	
            10.60	         0.066737	        19.073000	         0.432680	        22.093000	         0.595620	        34.821000	         1.268200	         1.193500	         1.866000	         1.781300	        27.197000	         1.220800	        28.240000	         1.478300	
            10.70	         0.067172	        18.810000	         0.435830	        21.780000	         0.599640	        34.316000	         1.275000	         1.200500	         1.875700	         1.791200	        26.794000	         1.226900	        27.816000	         1.485000	
            10.80	         0.067625	        18.549000	         0.439090	        21.469000	         0.603800	        33.812000	         1.281900	         1.207700	         1.885600	         1.801300	        26.392000	         1.233200	        27.395000	         1.491800	
            10.90	         0.068098	        18.288000	         0.442470	        21.158000	         0.608080	        33.310000	         1.289100	         1.215100	         1.895600	         1.811600	        25.992000	         1.239500	        26.975000	         1.498700	
            11.00	         0.068591	        18.028000	         0.445970	        20.848000	         0.612480	        32.810000	         1.296400	         1.222700	         1.906000	         1.822200	        25.593000	         1.246000	        26.556000	         1.505700	
            11.10	         0.069103	        17.769000	         0.449580	        20.540000	         0.617020	        32.312000	         1.303900	         1.230500	         1.916500	         1.832900	        25.196000	         1.252600	        26.140000	         1.512900	
            11.20	         0.069636	        17.511000	         0.453320	        20.232000	         0.621680	        31.817000	         1.311500	         1.238500	         1.927300	         1.844000	        24.801000	         1.259400	        25.725000	         1.520200	
            11.30	         0.070187	        17.254000	         0.457170	        19.926000	         0.626460	        31.323000	         1.319300	         1.246600	         1.938300	         1.855200	        24.408000	         1.266200	        25.313000	         1.527600	
            11.40	         0.070759	        16.998000	         0.461140	        19.622000	         0.631380	        30.832000	         1.327400	         1.255000	         1.949500	         1.866700	        24.017000	         1.273200	        24.903000	         1.535100	
            11.50	         0.071351	        16.743000	         0.465230	        19.318000	         0.636420	        30.343000	         1.335500	         1.263500	         1.960900	         1.878400	        23.627000	         1.280300	        24.495000	         1.542700	
            11.60	         0.071962	        16.489000	         0.469430	        19.017000	         0.641590	        29.857000	         1.343900	         1.272200	         1.972600	         1.890400	        23.240000	         1.287600	        24.089000	         1.550500	
            11.70	         0.072594	        16.237000	         0.473750	        18.716000	         0.646880	        29.373000	         1.352400	         1.281000	         1.984400	         1.902600	        22.855000	         1.294900	        23.686000	         1.558400	
            11.80	         0.073245	        15.986000	         0.478200	        18.418000	         0.652300	        28.892000	         1.361100	         1.290100	         1.996500	         1.915000	        22.473000	         1.302400	        23.285000	         1.566300	
            11.90	         0.073917	        15.736000	         0.482760	        18.121000	         0.657850	        28.414000	         1.369900	         1.299300	         2.008800	         1.927600	        22.092000	         1.310000	        22.886000	         1.574400	
            12.00	         0.074608	        15.487000	         0.487430	        17.825000	         0.663520	        27.938000	         1.379000	         1.308700	         2.021300	         1.940500	        21.714000	         1.317800	        22.490000	         1.582600	
            12.10	         0.075320	        15.240000	         0.492230	        17.532000	         0.669320	        27.466000	         1.388200	         1.318300	         2.034100	         1.953500	        21.339000	         1.325600	        22.097000	         1.590900	
            12.20	         0.076051	        14.994000	         0.497140	        17.240000	         0.675240	        26.996000	         1.397500	         1.328000	         2.047000	         1.966800	        20.966000	         1.333600	        21.707000	         1.599400	
            12.30	         0.076802	        14.750000	         0.502170	        16.950000	         0.681280	        26.530000	         1.407100	         1.337900	         2.060200	         1.980300	        20.595000	         1.341600	        21.319000	         1.607900	
            12.40	         0.077574	        14.507000	         0.507310	        16.662000	         0.687440	        26.067000	         1.416700	         1.348000	         2.073500	         1.994100	        20.228000	         1.349800	        20.934000	         1.616500	
            12.50	         0.078365	        14.266000	         0.512570	        16.376000	         0.693730	        25.607000	         1.426600	         1.358300	         2.087100	         2.008000	        19.863000	         1.358100	        20.552000	         1.625300	
            12.60	         0.079175	        14.026000	         0.517940	        16.091000	         0.700140	        25.151000	         1.436600	         1.368700	         2.100800	         2.022200	        19.501000	         1.366500	        20.173000	         1.634100	
            12.70	         0.080006	        13.789000	         0.523430	        15.809000	         0.706660	        24.698000	         1.446800	         1.379300	         2.114800	         2.036500	        19.141000	         1.375000	        19.798000	         1.643000	
            12.80	         0.080856	        13.552000	         0.529030	        15.529000	         0.713310	        24.248000	         1.457100	         1.390100	         2.128900	         2.051100	        18.785000	         1.383600	        19.425000	         1.652000	
            12.90	         0.081725	        13.318000	         0.534750	        15.251000	         0.720070	        23.802000	         1.467600	         1.401000	         2.143300	         2.065800	        18.431000	         1.392300	        19.055000	         1.661200	
            13.00	         0.082614	        13.085000	         0.540570	        14.976000	         0.726950	        23.360000	         1.478200	         1.412100	         2.157800	         2.080800	        18.081000	         1.401200	        18.689000	         1.670400	
            13.10	         0.083522	        12.854000	         0.546510	        14.702000	         0.733940	        22.921000	         1.489000	         1.423300	         2.172500	         2.095900	        17.734000	         1.410100	        18.326000	         1.679700	
            13.20	         0.084449	        12.625000	         0.552550	        14.431000	         0.741050	        22.486000	         1.499900	         1.434700	         2.187400	         2.111300	        17.389000	         1.419100	        17.966000	         1.689100	
            13.30	         0.085395	        12.398000	         0.558710	        14.162000	         0.748270	        22.055000	         1.511000	         1.446200	         2.202500	         2.126800	        17.048000	         1.428200	        17.610000	         1.698500	
            13.40	         0.086360	        12.172000	         0.564970	        13.895000	         0.755600	        21.628000	         1.522200	         1.457900	         2.217800	         2.142500	        16.710000	         1.437400	        17.257000	         1.708100	
            13.50	         0.087344	        11.949000	         0.571340	        13.631000	         0.763040	        21.205000	         1.533600	         1.469800	         2.233200	         2.158400	        16.376000	         1.446800	        16.908000	         1.717700	
            13.60	         0.088347	        11.727000	         0.577810	        13.369000	         0.770590	        20.786000	         1.545100	         1.481800	         2.248800	         2.174500	        16.044000	         1.456100	        16.562000	         1.727400	
            13.70	         0.089367	        11.508000	         0.584390	        13.110000	         0.778250	        20.371000	         1.556700	         1.493900	         2.264600	         2.190800	        15.716000	         1.465600	        16.219000	         1.737200	
            13.80	         0.090406	        11.290000	         0.591070	        12.853000	         0.786000	        19.960000	         1.568500	         1.506100	         2.280600	         2.207200	        15.392000	         1.475200	        15.881000	         1.747100	
            13.90	         0.091463	        11.075000	         0.597860	        12.599000	         0.793870	        19.553000	         1.580400	         1.518500	         2.296700	         2.223800	        15.071000	         1.484800	        15.546000	         1.757000	
            14.00	         0.092538	        10.861000	         0.604740	        12.347000	         0.801830	        19.151000	         1.592400	         1.531100	         2.312900	         2.240500	        14.753000	         1.494600	        15.214000	         1.767000	
            14.10	         0.093630	        10.650000	         0.611720	        12.098000	         0.809890	        18.753000	         1.604600	         1.543700	         2.329300	         2.257400	        14.439000	         1.504400	        14.887000	         1.777100	
            14.20	         0.094740	        10.441000	         0.618790	        11.851000	         0.818050	        18.359000	         1.616800	         1.556500	         2.345900	         2.274500	        14.128000	         1.514200	        14.563000	         1.787200	
            14.30	         0.095866	        10.234000	         0.625970	        11.607000	         0.826300	        17.969000	         1.629200	         1.569400	         2.362500	         2.291700	        13.821000	         1.524200	        14.243000	         1.797400	
            14.40	         0.097010	        10.029000	         0.633230	        11.366000	         0.834650	        17.584000	         1.641700	         1.582500	         2.379400	         2.309000	        13.518000	         1.534200	        13.927000	         1.807600	
            14.50	         0.098170	         9.826400	         0.640590	        11.127000	         0.843090	        17.203000	         1.654300	         1.595600	         2.396300	         2.326500	        13.218000	         1.544300	        13.614000	         1.817900	
            14.60	         0.099347	         9.626000	         0.648040	        10.891000	         0.851620	        16.827000	         1.667100	         1.608900	         2.413400	         2.344100	        12.921000	         1.554400	        13.306000	         1.828200	
            14.70	         0.100540	         9.427700	         0.655570	        10.658000	         0.860230	        16.455000	         1.679900	         1.622200	         2.430600	         2.361900	        12.629000	         1.564600	        13.001000	         1.838600	
            14.80	         0.101750	         9.231700	         0.663190	        10.427000	         0.868930	        16.088000	         1.692800	         1.635700	         2.448000	         2.379700	        12.340000	         1.574900	        12.701000	         1.849000	
            14.90	         0.102970	         9.038000	         0.670900	        10.199000	         0.877710	        15.725000	         1.705800	         1.649300	         2.465400	         2.397700	        12.055000	         1.585200	        12.404000	         1.859500	
            15.00	         0.104210	         8.846500	         0.678690	         9.974200	         0.886570	        15.367000	         1.719000	         1.662900	         2.483000	         2.415800	        11.774000	         1.595500	        12.111000	         1.870000	
            15.10	         0.105470	         8.657300	         0.686560	         9.752000	         0.895510	        15.014000	         1.732200	         1.676700	         2.500700	         2.434000	        11.496000	         1.606000	        11.823000	         1.880500	
            15.20	         0.106740	         8.470500	         0.694500	         9.532600	         0.904520	        14.665000	         1.745500	         1.690500	         2.518400	         2.452400	        11.222000	         1.616400	        11.538000	         1.891100	
            15.30	         0.108020	         8.286000	         0.702530	         9.316100	         0.913610	        14.321000	         1.758900	         1.704500	         2.536300	         2.470800	        10.952000	         1.626900	        11.257000	         1.901700	
            15.40	         0.109320	         8.103800	         0.710630	         9.102400	         0.922760	        13.981000	         1.772300	         1.718500	         2.554200	         2.489300	        10.686000	         1.637400	        10.981000	         1.912300	
            15.50	         0.110630	         7.923900	         0.718800	         8.891500	         0.931990	        13.646000	         1.785900	         1.732600	         2.572300	         2.507900	        10.424000	         1.648000	        10.708000	         1.922900	
            15.60	         0.111950	         7.746400	         0.727040	         8.683500	         0.941280	        13.316000	         1.799500	         1.746800	         2.590400	         2.526500	        10.165000	         1.658600	        10.440000	         1.933600	
            15.70	         0.113290	         7.571300	         0.735350	         8.478400	         0.950630	        12.991000	         1.813200	         1.761000	         2.608600	         2.545300	         9.910500	         1.669200	        10.175000	         1.944200	
            15.80	         0.114640	         7.398600	         0.743720	         8.276200	         0.960040	        12.671000	         1.826900	         1.775300	         2.626800	         2.564100	         9.659700	         1.679900	         9.914900	         1.954900	
            15.90	         0.116000	         7.228200	         0.752160	         8.076900	         0.969500	        12.355000	         1.840700	         1.789700	         2.645100	         2.583000	         9.412700	         1.690600	         9.658700	         1.965600	
            16.00	         0.117380	         7.060300	         0.760650	         7.880500	         0.979020	        12.044000	         1.854600	         1.804100	         2.663500	         2.601900	         9.169700	         1.701300	         9.406600	         1.976200	
            16.10	         0.118760	         6.894700	         0.769210	         7.687000	         0.988600	        11.738000	         1.868500	         1.818600	         2.681900	         2.620900	         8.930500	         1.712000	         9.158600	         1.986900	
            16.20	         0.120160	         6.731600	         0.777820	         7.496500	         0.998220	        11.436000	         1.882400	         1.833100	         2.700400	         2.639900	         8.695200	         1.722700	         8.914700	         1.997600	
            16.30	         0.121570	         6.570800	         0.786480	         7.308800	         1.007900	        11.140000	         1.896400	         1.847600	         2.718900	         2.659000	         8.463800	         1.733400	         8.674900	         2.008200	
            16.40	         0.122990	         6.412500	         0.795200	         7.124100	         1.017600	        10.848000	         1.910500	         1.862200	         2.737500	         2.678100	         8.236200	         1.744100	         8.439200	         2.018900	
            16.50	         0.124420	         6.256600	         0.803960	         6.942300	         1.027300	        10.561000	         1.924500	         1.876900	         2.756000	         2.697200	         8.012600	         1.754900	         8.207700	         2.029500	
            16.60	         0.125860	         6.103100	         0.812770	         6.763400	         1.037100	        10.279000	         1.938700	         1.891500	         2.774600	         2.716400	         7.792800	         1.765600	         7.980200	         2.040100	
            16.70	         0.127310	         5.952000	         0.821630	         6.587500	         1.047000	        10.001000	         1.952800	         1.906200	         2.793300	         2.735500	         7.576900	         1.776300	         7.756800	         2.050700	
            16.80	         0.128760	         5.803300	         0.830520	         6.414500	         1.056800	         9.728800	         1.966900	         1.920900	         2.811900	         2.754700	         7.364900	         1.787000	         7.537500	         2.061300	
            16.90	         0.130230	         5.657100	         0.839450	         6.244400	         1.066700	         9.461000	         1.981100	         1.935700	         2.830500	         2.773900	         7.156700	         1.797700	         7.322200	         2.071800	
            17.00	         0.131700	         5.513200	         0.848420	         6.077300	         1.076600	         9.198000	         1.995300	         1.950400	         2.849200	         2.793100	         6.952400	         1.808400	         7.111100	         2.082300	
            17.10	         0.133180	         5.371800	         0.857420	         5.913000	         1.086500	         8.939700	         2.009500	         1.965200	         2.867800	         2.812300	         6.751900	         1.819100	         6.904000	         2.092800	
            17.20	         0.134670	         5.232800	         0.866450	         5.751700	         1.096500	         8.686200	         2.023700	         1.979900	         2.886400	         2.831400	         6.555300	         1.829700	         6.700900	         2.103200	
            17.30	         0.136170	         5.096200	         0.875510	         5.593300	         1.106400	         8.437400	         2.037900	         1.994600	         2.905000	         2.850600	         6.362500	         1.840300	         6.501900	         2.113600	
            17.40	         0.137670	         4.962000	         0.884600	         5.437700	         1.116400	         8.193400	         2.052100	         2.009400	         2.923600	         2.869700	         6.173500	         1.850900	         6.306900	         2.123900	
            17.50	         0.139180	         4.830200	         0.893700	         5.285100	         1.126400	         7.954100	         2.066300	         2.024100	         2.942100	         2.888800	         5.988300	         1.861500	         6.115900	         2.134200	
            17.60	         0.140690	         4.700800	         0.902830	         5.135400	         1.136400	         7.719500	         2.080400	         2.038800	         2.960600	         2.907800	         5.806900	         1.872000	         5.928800	         2.144400	
            17.70	         0.142210	         4.573800	         0.911970	         4.988500	         1.146400	         7.489500	         2.094600	         2.053500	         2.979100	         2.926800	         5.629200	         1.882400	         5.745800	         2.154600	
            17.80	         0.143730	         4.449100	         0.921120	         4.844500	         1.156400	         7.264300	         2.108700	         2.068100	         2.997500	         2.945700	         5.455300	         1.892900	         5.566700	         2.164700	
            17.90	         0.145260	         4.326900	         0.930290	         4.703300	         1.166400	         7.043700	         2.122800	         2.082800	         3.015900	         2.964600	         5.285200	         1.903200	         5.391500	         2.174700	
            18.00	         0.146790	         4.206900	         0.939470	         4.565000	         1.176400	         6.827700	         2.136900	         2.097400	         3.034200	         2.983400	         5.118700	         1.913500	         5.220200	         2.184700	
            18.10	         0.148320	         4.089400	         0.948650	         4.429500	         1.186300	         6.616300	         2.150900	         2.111900	         3.052500	         3.002200	         4.955900	         1.923800	         5.052800	         2.194600	
            18.20	         0.149860	         3.974100	         0.957830	         4.296800	         1.196300	         6.409500	         2.164900	         2.126400	         3.070600	         3.020800	         4.796800	         1.934000	         4.889300	         2.204400	
            18.30	         0.151400	         3.861200	         0.967010	         4.167000	         1.206300	         6.207200	         2.178800	         2.140900	         3.088700	         3.039400	         4.641400	         1.944100	         4.729600	         2.214200	
            18.40	         0.152940	         3.750600	         0.976190	         4.039900	         1.216200	         6.009500	         2.192700	         2.155300	         3.106700	         3.057900	         4.489600	         1.954200	         4.573700	         2.223800	
            18.50	         0.154480	         3.642300	         0.985370	         3.915500	         1.226100	         5.816200	         2.206600	         2.169600	         3.124700	         3.076300	         4.341300	         1.964200	         4.421600	         2.233400	
            18.60	         0.156030	         3.536300	         0.994530	         3.793900	         1.236000	         5.627500	         2.220400	         2.183900	         3.142500	         3.094600	         4.196700	         1.974200	         4.273200	         2.242900	
            18.70	         0.157570	         3.432500	         1.003700	         3.675100	         1.245900	         5.443100	         2.234100	         2.198100	         3.160200	         3.112800	         4.055600	         1.984000	         4.128600	         2.252300	
            18.80	         0.159120	         3.331100	         1.012800	         3.558900	         1.255700	         5.263200	         2.247700	         2.212200	         3.177900	         3.130900	         3.918000	         1.993800	         3.987600	         2.261500	
            18.90	         0.160660	         3.231800	         1.022000	         3.445500	         1.265500	         5.087600	         2.261300	         2.226300	         3.195400	         3.148800	         3.783900	         2.003500	         3.850300	         2.270700	
            19.00	         0.162200	         3.134800	         1.031100	         3.334700	         1.275300	         4.916300	         2.274800	         2.240200	         3.212800	         3.166700	         3.653300	         2.013100	         3.716700	         2.279800	
            19.10	         0.163750	         3.040000	         1.040100	         3.226600	         1.285000	         4.749400	         2.288300	         2.254100	         3.230000	         3.184400	         3.526100	         2.022600	         3.586700	         2.288800	
            19.20	         0.165290	         2.947500	         1.049200	         3.121100	         1.294600	         4.586700	         2.301600	         2.267900	         3.247200	         3.201900	         3.402300	         2.032000	         3.460200	         2.297700	
            19.30	         0.166830	         2.857000	         1.058200	         3.018300	         1.304300	         4.428300	         2.314800	         2.281600	         3.264200	         3.219300	         3.281900	         2.041300	         3.337300	         2.306400	
            19.40	         0.168360	         2.768800	         1.067200	         2.918000	         1.313900	         4.274000	         2.328000	         2.295200	         3.281100	         3.236600	         3.164800	         2.050600	         3.217800	         2.315100	
            19.50	         0.169890	         2.682700	         1.076200	         2.820300	         1.323400	         4.123900	         2.341100	         2.308600	         3.297800	         3.253700	         3.051000	         2.059700	         3.101900	         2.323600	
            19.60	         0.171420	         2.598700	         1.085100	         2.725100	         1.332900	         3.977900	         2.354000	         2.322000	         3.314400	         3.270700	         2.940500	         2.068700	         2.989300	         2.332000	
            19.70	         0.172950	         2.516800	         1.094000	         2.632500	         1.342300	         3.836000	         2.366900	         2.335300	         3.330800	         3.287400	         2.833300	         2.077600	         2.880200	         2.340200	
            19.80	         0.174470	         2.437000	         1.102800	         2.542300	         1.351600	         3.698100	         2.379600	         2.348400	         3.347000	         3.304000	         2.729200	         2.086400	         2.774400	         2.348400	
            19.90	         0.175990	         2.359300	         1.111700	         2.454600	         1.360900	         3.564200	         2.392300	         2.361400	         3.363100	         3.320500	         2.628400	         2.095100	         2.671900	         2.356400	
            20.00	         0.177500	         2.283700	         1.120400	         2.369400	         1.370100	         3.434300	         2.404800	         2.374300	         3.379000	         3.336700	         2.530600	         2.103600	         2.572800	         2.364300	
            20.10	         0.179000	         2.210000	         1.129100	         2.286600	         1.379300	         3.308200	         2.417200	         2.387100	         3.394800	         3.352800	         2.436000	         2.112100	         2.476800	         2.372000	
            20.20	         0.180500	         2.138400	         1.137800	         2.206100	         1.388400	         3.186000	         2.429400	         2.399700	         3.410300	         3.368600	         2.344400	         2.120400	         2.384100	         2.379600	
